"model","deviceCategory","deviceSku","simSku","prepaidSku","cpoSku","cpoPrepaidSku","visionSku","upcCode","url"
"Moto G Prepaid","3G Smartphone","MOTXT1028NPP","N/A","MOTXT1028NPP","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8560.html"
"Moto G - Prepaid","3G Smartphone","MOTXT1028PP","N/A","MOTXT1028PP","N/A","N/A","28285","723755003446","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8512.html"
"Moto G Prepaid Walmart Bundle","3G Smartphone","MOTXT1028WLPP","N/A","MOTXT1028WLPP","N/A","N/A","28285","723755004986","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8573.html"
"Moto g6","4G Smartphone","MOTXT192512","DFILLSIM5G-SA-A","N/A","N/A","N/A","39682","723755019386","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9166.html"
"Otterbox Trusted Glass moto g PLAY (2021)","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24122.html"
"5G Moto Mod","Connected Devices","MOT5GMOD","EMBDSIMTRI","N/A","N/A","N/A","42417","723755128675","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9359.html"
"Verizon Tempered Glass Screen Protector for Motorola moto g PLAY (2021)","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24432.html"
"Moto e5 Go Prepaid","4G Smartphone","MOTXT19218PP","DFILLSIM5G-SA-A","N/A","N/A","N/A","42761","723755130951","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9361.html"
"moto smart speaker with Amazon Alexa","","PG38C02060","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=19574.html"
"edge (2024) Unlocked","5G Smartphone","VZW150000540146","DFILLSIM5G-SA-A","N/A","N/A","N/A","69871","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11020.html"
"Motorola Folio & Stylus Bundle for Moto Edge+ 5G UW (2022) - Black","","PG38C04053","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26613.html"
"InvisibleShield Glass VisionGuard for Motorola edge+ 5G UW","","ZAG200109580-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26373.html"
"Spigen Core Armor for Motorola edge+ 5G - Black","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26361.html"
"Incipio Grip for Motorola edge+ 5G UW - Blue","","MT-484-MDNY-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26253.html"
"Galaxy S6 Edge +","4G Smartphone","SMG928VZKA","DFILLSIM5G-SA-A","N/A","N/A","N/A","33464","887276152844","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8720.html"
"UAG Scout case for Motorola edge+ 5G UW - Black","","UAG813518114040","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26364.html"
"Verizon Slim Case for Motorola edge+ 5G UW - Clear","","VZW702009181-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26615.html"
"GEAR4 Havana Case for Motorola edge+ 5G UW - Clear","","GEA702009582-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26375.html"
"OtterBox - Commuter Series for Motorola edge+ 5G UW - Black","","77-87809","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26484.html"
"Verizon Blue Light Tempered Glass Screen Protector for Motorola Edge+ 5G UW","","PVY2M1-MJRP2J2","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26380.html"
"Tech21 EvoCheck for Motorola edge+ 5G UW - Smokey / Black","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26363.html"
"edge+ 5G","5G Smartphone","MOTXT20611S","DFILLSIM5G-SA-A","N/A","N/A","N/A","47249","723755139985","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9616.html"
"edge - 2022","5G Smartphone","MOTXT22053M","DFILLSIM5G-SA-A","N/A","N/A","N/A","59344","840023231186","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10535.html"
"Case-Mate Sheer Stardust for Motorola edge+ 5G UW - Clear w/ Recycled","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26107.html"
"edge 5G UW","5G Smartphone","MOTXT21411","DFILLSIM5G-SA-A","N/A","N/A","N/A","52272","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10184.html"
"edge+ 5G UW","5G Smartphone","MOTXT22014","DFILLSIM5G-SA-A","N/A","N/A","N/A","56609","840023226038","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10325.html"
"AQA- 1 pack Bluelight and antimicrobial Tempered Glass Screen Protector for Motorola edge+ 5G UW","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26370.html"
"DROID 2 Global A956","3G Smartphone","MOTA956","GLOBALPAK","N/A","N/A","N/A","19369","723755811195","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8088.html"
"Kate Spade New York Protective Hardshell Case for Motorola edge+ 5G UW - Iridescent Scattered Flowers","","KSMO-023-SFIRC-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26254.html"
"DROID Pro XT610","3G Smartphone","MOTXT610","GLOBALPAK","MOTXT610","N/A","N/A","19145","723755811430","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8101.html"
"Moto Z Force Droid","4G Smartphone","MOTXT1650M","DFILLSIM5G-SA-A","N/A","N/A","N/A","35389","723755009943","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8872.html"
"motorola edge 5G UW Sheer Crystal","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=25402.html"
"Havana Case for motorola edge 2022 - Black","","GEA702009776-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27361.html"
"DROID Turbo 2 Moto Maker","4G Smartphone","MOTXT1585MM","DFILLSIM5G-SA-A","N/A","N/A","N/A","34041","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8787.html"
"DROID Turbo 2","4G Smartphone","MOTXT1585","DFILLSIM5G-SA-A","N/A","N/A","N/A","32953","723755008373","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8779.html"
"Duo Case for motorola edge 2022 - Dark Denim","","MT-486-DNM-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27354.html"
"React Series Case for motorola edge 2022 - Clear","","77-91369","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27358.html"
"Scout Series Case for motorola edge 2022 - Black","","UAG814003774040","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27353.html"
"ImpactHero Case for motorola edge 2022 - Moody Gray","","150209-9228","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27360.html"
"edge (2024) Unlocked","5G Smartphone","VZW150000540146","DFILLSIM5G-SA-A","N/A","N/A","N/A","69871","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11020.html"
"Motorola Folio & Stylus Bundle for Moto Edge+ 5G UW (2022) - Black","","PG38C04053","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26613.html"
"InvisibleShield Glass VisionGuard for Motorola edge+ 5G UW","","ZAG200109580-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26373.html"
"Galaxy S6 Edge +","4G Smartphone","SMG928VZKA","DFILLSIM5G-SA-A","N/A","N/A","N/A","33464","887276152844","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8720.html"
"Spigen Core Armor for Motorola edge+ 5G - Black","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26361.html"
"Incipio Grip for Motorola edge+ 5G UW - Blue","","MT-484-MDNY-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26253.html"
"UAG Scout case for Motorola edge+ 5G UW - Black","","UAG813518114040","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26364.html"
"Verizon Slim Case for Motorola edge+ 5G UW - Clear","","VZW702009181-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26615.html"
"edge+ 5G","5G Smartphone","MOTXT20611S","DFILLSIM5G-SA-A","N/A","N/A","N/A","47249","723755139985","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9616.html"
"edge - 2022","5G Smartphone","MOTXT22053M","DFILLSIM5G-SA-A","N/A","N/A","N/A","59344","840023231186","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10535.html"
"GEAR4 Havana Case for Motorola edge+ 5G UW - Clear","","GEA702009582-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26375.html"
"OtterBox - Commuter Series for Motorola edge+ 5G UW - Black","","77-87809","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26484.html"
"Verizon Blue Light Tempered Glass Screen Protector for Motorola Edge+ 5G UW","","PVY2M1-MJRP2J2","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26380.html"
"Tech21 EvoCheck for Motorola edge+ 5G UW - Smokey / Black","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26363.html"
"edge+ 5G UW","5G Smartphone","MOTXT22014","DFILLSIM5G-SA-A","N/A","N/A","N/A","56609","840023226038","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10325.html"
"edge 5G UW","5G Smartphone","MOTXT21411","DFILLSIM5G-SA-A","N/A","N/A","N/A","52272","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10184.html"
"Case-Mate Sheer Stardust for Motorola edge+ 5G UW - Clear w/ Recycled","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26107.html"
"DROID 2 Global A956","3G Smartphone","MOTA956","GLOBALPAK","N/A","N/A","N/A","19369","723755811195","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8088.html"
"AQA- 1 pack Bluelight and antimicrobial Tempered Glass Screen Protector for Motorola edge+ 5G UW","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26370.html"
"DROID Pro XT610","3G Smartphone","MOTXT610","GLOBALPAK","MOTXT610","N/A","N/A","19145","723755811430","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8101.html"
"Kate Spade New York Protective Hardshell Case for Motorola edge+ 5G UW - Iridescent Scattered Flowers","","KSMO-023-SFIRC-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26254.html"
"Moto Z Force Droid","4G Smartphone","MOTXT1650M","DFILLSIM5G-SA-A","N/A","N/A","N/A","35389","723755009943","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8872.html"
"motorola edge 5G UW Sheer Crystal","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=25402.html"
"DROID Turbo 2 Moto Maker","4G Smartphone","MOTXT1585MM","DFILLSIM5G-SA-A","N/A","N/A","N/A","34041","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8787.html"
"DROID Turbo 2","4G Smartphone","MOTXT1585","DFILLSIM5G-SA-A","N/A","N/A","N/A","32953","723755008373","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8779.html"
"Havana Case for motorola edge 2022 - Black","","GEA702009776-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27361.html"
"React Series Case for motorola edge 2022 - Clear","","77-91369","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27358.html"
"Duo Case for motorola edge 2022 - Dark Denim","","MT-486-DNM-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27354.html"
"ImpactHero Case for motorola edge 2022 - Moody Gray","","150209-9228","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27360.html"
"Scout Series Case for motorola edge 2022 - Black","","UAG814003774040","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27353.html"
"razr (2025)","5G Smartphone","MOTXT2553V","DFILLSIM-TRI-X","N/A","N/A","N/A","74331","840023298516","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11444.html"
"razr","4G Smartphone","MOTXT20001","EMBDSIM","N/A","N/A","N/A","44450","723755131668","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9570.html"
"DROID RAZR","4G Smartphone","MOTXT912-16","DFILLSIM3FF-D","N/A","N/A","N/A","23708","723755001411","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8236.html"
"DROID RAZR HD","4G Smartphone","MOTXT926","DFILLSIM3FF-D","N/A","N/A","N/A","24419","723755001770","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8290.html"
"DROID RAZR M","4G Smartphone","MOTXT907","DFILLSIM-NFC-D","N/A","N/A","N/A","24886","723755001985","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8281.html"
"RAZR V3m","Basic Phones","88560GHBPA","N/A","MOTV3MSPP2","N/A","N/A","3801","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=4342.html"
"RAZR V3c","Basic Phones","88502ghbpa","N/A","MOTV3CGPP","N/A","N/A","3737","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=3522.html"
"RAZR V3cPP","Basic Phones","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=5122.html"
"DROID RAZR MAXX HD","4G Smartphone","MOTXT912M","DFILLSIM3FF-D","N/A","N/A","N/A","23585","723755001299","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8239.html"
"RAZR V3c PINK","Basic Phones","88522GHBPA","N/A","N/A","N/A","N/A","26996","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=4004.html"
"RAZR V3C (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7845.html"
"RAZR V3m INpulse","Basic Phones","MOTV3MSPP2","N/A","N/A","N/A","N/A","3962","72375583239","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=6342.html"
"RAZR V3m Red (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7846.html"
"RAZR V3A Blue (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7841.html"
"RAZR V3A Pink (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7840.html"
"RAZR V3A Gray (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7844.html"
"RAZR V3m Silver (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7847.html"
"RAZR V3A Black (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7843.html"
"RAZR V3A Lavender (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7842.html"
"MOTO RAZR2 V9m (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7850.html"
"DROID RAZR MAXX HD 4G LTE","4G Smartphone","MOTXT926M","DFILLSIM3FF-D","N/A","N/A","N/A","25215","723755002180","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8291.html"
"InvisibleShield Fusion Curve Eco for Motorola Webb/Razr 2024 - Clear","","ZAG200320157-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31417.html"
"Spigen Thintect Case for Motorola Webb - Black","","ACS09770","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31371.html"
"ITSKINS - Hybrid_R Clear Case for Motorola Webb - Transparent","","MTWB-HYICL-TRSP-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31351.html"
"ITSKINS - Hybrid_R Vapor Case for Motorola Webb - Light Pink","","MTWB-HYIVP-LPNK-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31352.html"
"razr (2025)","5G Smartphone","MOTXT2553V","DFILLSIM-TRI-X","N/A","N/A","N/A","74331","840023298516","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11444.html"
"razr","4G Smartphone","MOTXT20001","EMBDSIM","N/A","N/A","N/A","44450","723755131668","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9570.html"
"RAZR V3m","Basic Phones","88560GHBPA","N/A","MOTV3MSPP2","N/A","N/A","3801","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=4342.html"
"RAZR V3cPP","Basic Phones","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=5122.html"
"RAZR V3c","Basic Phones","88502ghbpa","N/A","MOTV3CGPP","N/A","N/A","3737","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=3522.html"
"DROID RAZR","4G Smartphone","MOTXT912-16","DFILLSIM3FF-D","N/A","N/A","N/A","23708","723755001411","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8236.html"
"RAZR V3m INpulse","Basic Phones","MOTV3MSPP2","N/A","N/A","N/A","N/A","3962","72375583239","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=6342.html"
"RAZR V3C (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7845.html"
"DROID RAZR M","4G Smartphone","MOTXT907","DFILLSIM-NFC-D","N/A","N/A","N/A","24886","723755001985","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8281.html"
"DROID RAZR HD","4G Smartphone","MOTXT926","DFILLSIM3FF-D","N/A","N/A","N/A","24419","723755001770","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8290.html"
"RAZR V3c PINK","Basic Phones","88522GHBPA","N/A","N/A","N/A","N/A","26996","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=4004.html"
"DROID RAZR MAXX HD","4G Smartphone","MOTXT912M","DFILLSIM3FF-D","N/A","N/A","N/A","23585","723755001299","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8239.html"
"RAZR V3m Red (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7846.html"
"RAZR V3A Black (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7843.html"
"RAZR V3A Gray (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7844.html"
"RAZR V3A Blue (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7841.html"
"RAZR V3m Silver (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7847.html"
"RAZR V3A Pink (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7840.html"
"RAZR V3A Lavender (Alltel)","Basic Phones","","N/A","N/A","N/A","N/A","N/A","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=7842.html"
"DROID RAZR MAXX HD 4G LTE","4G Smartphone","MOTXT926M","DFILLSIM3FF-D","N/A","N/A","N/A","25215","723755002180","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8291.html"
"InvisibleShield Fusion Curve Eco for Motorola Webb/Razr 2024 - Clear","","ZAG200320157-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31417.html"
"Galaxy Watch4","Connected Devices","SMR865UZDV","SOFTSIM-CMR-A","N/A","N/A","N/A","53490","887276553634","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10034.html"
"Galaxy Watch4 Classic","Connected Devices","SMR885UZKV","SOFTSIM-CMR-A","N/A","N/A","N/A","53500","887276550855","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10036.html"
"InvisibleShield Ultra Clear+ for Samsung Galaxy Watch4 - 46 MM","","ZAG200208786-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24850.html"
"InvisibleShield Ultra Clear+ for Samsung Galaxy Watch4 - 42 MM","","ZAG200208687-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24849.html"
"InvisibleShield Ultra Clear+ for Samsung Galaxy Watch Active4 - 40 MM","","ZAG200208787-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24848.html"
"InvisibleShield Ultra Clear+ for Samsung Galaxy Watch Active4 - 44 MM","","ZAG200208688-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24851.html"
"Galaxy Watch Charging Cradle - Gray","","GP-XVU022SAVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27826.html"
"Pixel Watch 3","Connected Devices","GA05745-US","EMBDSIMTRI","N/A","N/A","N/A","70196","840353907539","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11156.html"
"Pixel Watch 2","Connected Devices","GA05013-US","EMBDSIMTRI","N/A","N/A","N/A","65551","840353900097","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10885.html"
"Pixel Watch","Connected Devices","GA03311-US","EMBDSIM","N/A","N/A","N/A","57405","840244600013","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10543.html"
"Pixel 7a","5G Smartphone","GA03850-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","62587","840244701901","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10695.html"
"edge (2024) Unlocked","5G Smartphone","VZW150000540146","DFILLSIM5G-SA-A","N/A","N/A","N/A","69871","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11020.html"
"moto g power (2025) Unlocked","5G Smartphone","VZW150000540170","DFILLSIM5G-SA-A","N/A","N/A","N/A","71094","840023277238","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11441.html"
"Google Woven Band for Pixel Watch 3 (41mm) - Peony","","GA06104-WW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29141.html"
"moto g (2025) Prepaid","5G Smartphone","MOTXT2513VPP","DFILLSIM5G-SA-A","N/A","N/A","N/A","73193","840023277207","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11426.html"
"moto g power (2025) Prepaid","5G Smartphone","MOTXT2515VPP","DFILLSIM5G-SA-A","N/A","N/A","N/A","71389","840023277245","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11429.html"
"Google Crafted Leather Band for Pixel Watch 3 (45mm) - Obsidian","","GA06141-WW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29140.html"
"Watch Urbane 2nd Edition","Connected Devices","LG-W200V","DFILLSIM5G-SA-A","N/A","N/A","N/A","34111","652810800396","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8801.html"
"InvisibleShield Glass Elite Bio for Google Pixel 8a","","ZAG200114402-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28708.html"
"Pixel Buds Pro 2 - Hazel","","GA05762-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29283.html"
"Pixel Buds Pro 2 - Wintergreen","","GA05764-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29284.html"
"Pixel Buds Pro 2 - Peony","","GA05761-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29314.html"
"Pixel Buds Pro 2 - Porcelain","","GA05760-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29282.html"
"moto g (2025)","5G Smartphone","MOTXT2513V","DFILLSIM5G-SA-A","N/A","N/A","N/A","73192","840023277191","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11425.html"
"moto g (2025) Unlocked","5G Smartphone","VZW150000540167","DFILLSIM5G-SA-A","N/A","N/A","N/A","71092","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11442.html"
"moto g power (2025)","5G Smartphone","MOTXT2515V","DFILLSIM5G-SA-A","N/A","N/A","N/A","71388","840023277238","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11428.html"
"edge - 2022","5G Smartphone","MOTXT22053M","DFILLSIM5G-SA-A","N/A","N/A","N/A","59344","840023231186","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10535.html"
"Galaxy Tab S 10.5","4G Tablets","SMT807VZWA","DFILLSIM3FF-D","N/A","N/A","N/A","30568","887276050652","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8582.html"
"All New HTC One (M8)","4G Smartphone","HTC6525LVWSIL","DFILLSIM5G-SA-A","N/A","N/A","N/A","29221","821793040260","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8539.html"
"Nexus 7 4G LTE","4G Tablets","NEXUS7CVZW","DFILLSIM3FF-D","N/A","N/A","N/A","28666","886227636846","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8518.html"
"Galaxy Note 10.1 2014 Edition","4G Tablets","SMP605VZKE","DFILLSIM3FF-D","N/A","N/A","N/A","29078","887276688527","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8537.html"
"Nexus 6","4G Smartphone","MOTXT1103","DFILLSIM5G-SA-A","N/A","N/A","N/A","31445","723755005693","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8669.html"
"G Pad 8.3 4G LTE 16GB","4G Tablets","LG-VK810","DFILLSIM3FF-D","N/A","N/A","N/A","29074","652810800075","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8536.html"
"DROID Turbo","4G Smartphone","MOTXT1254","DFILLSIM5G-SA-A","N/A","N/A","N/A","30602","723755004801","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8617.html"
"V10","4G Smartphone","LG-VS990","DFILLSIM5G-SA-A","N/A","N/A","N/A","33729","652810815994","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8790.html"
"Spectrum 2","4G Smartphone","LG-VS930","DFILLSIM-NFC-D","N/A","N/A","N/A","24503","652810815154","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8278.html"
"Galaxy Tab S7 FE 5G","5G Tablets","SMT738UZKA","DFILLSIM5G-SA-A","N/A","N/A","N/A","53205","887276571515","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10017.html"
"Galaxy Tab S7 5G UW","5G Tablets","SMT878UZKA","DFILLSIM5G-SA-A","N/A","N/A","N/A","48820","887276451015","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9692.html"
